,guess,score,left_offset,top_offset
835,Aqpilsw,1748,-1,11
836,Aquxdq,1748,-1,11
837,Aduvce,1749,-1,11
838,Aqoiiom,1749,-1,11
839,Aqoiion,1749,-1,11
840,Aqoiior,1749,-1,11
841,Aquxcf,1750,-1,11
842,Aqullon,1751,-1,11
843,Aquiaja,1751,-1,11
844,Aqullor,1751,-1,11
845,Aqullom,1751,-1,11
846,Aqoirzs,1751,-1,11
847,Aquuvf,1752,-1,11
848,Aquiilre,1752,-1,11
849,Aquifs,1752,-1,11
850,Aquilsk,1753,-1,11
851,Aenilce,1753,-1,11
852,Aquiisi,1753,-1,11
853,Aquilsh,1753,-1,11
854,Aqoilqd,1754,-1,11
855,Auuilcq,1754,-1,11
856,Aquilat,1754,-1,11
857,Aqoiaip,1754,-1,11
858,Aquvao,1755,-1,11
859,Aquvqz,1755,-1,11
860,Aqoildz,1756,-1,11
861,Aqoiluz,1756,-1,11
862,Aqurbv,1756,-1,11
863,Aquilhf,1756,-1,11
864,Aquxur,1756,-1,11
865,Aquxun,1756,-1,11
866,Aquxum,1756,-1,11
867,Aqodce,1757,-1,11
868,Adbiloi,1757,-1,11
869,Aquilit,1757,-1,11
870,Auuilsv,1757,-1,11
871,Adbillk,1758,-1,11
872,Aquilsp,1758,-1,11
873,Aquilrif,1759,-1,11
874,Aquicre,1759,-1,11
875,Aqofoe,1759,-1,11
876,Aeuilsz,1759,-1,11
877,Aquxoz,1760,-1,11
878,Aqouxo,1760,-1,11
879,Aqoilcn,1760,-1,11
880,Aqoilcm,1760,-1,11
881,Aqoxire,1760,-1,11
882,Asuilci,1760,-1,11
883,Aquvea,1761,-1,11
884,Adbil,1761,-1,11
885,Aqujldl,1761,-1,11
886,Aquilkq,1762,-1,11
887,Adbilcz,1762,-1,11
888,Aqoiliie,1762,-1,11
889,Aquvkx,1762,-1,11
890,Aqoiies,1762,-1,11
891,Aquxlie,1762,-1,11
892,Aqoxci,1762,-1,11
893,Aqoiizv,1763,-1,11
894,Aqulles,1764,-1,11
895,Aquilib,1764,-1,11
896,Aquiiqc,1764,-1,11
897,Aquiiuc,1765,-1,11
898,Aqullzv,1765,-1,11
899,Aqujlzc,1765,-1,11
900,Aqedce,1767,-1,11
901,Aquvys,1767,-1,11
902,Aqouca,1767,-1,11
903,Aqoilev,1767,-1,11
904,Aouilom,1768,-1,11
905,Aquzex,1768,-1,11
906,Aquvyd,1768,-1,11
907,Aqoiluw,1768,-1,11
908,Aopilcc,1768,-1,11
909,Aquiicg,1768,-1,11
910,Aquilqs,1768,-1,11
911,Aqoilss,1768,-1,11
912,Aouilon,1768,-1,11
913,Aouilor,1768,-1,11
914,Aqujalb,1768,-1,11
915,Aquxsm,1769,-1,11
916,Aquxsr,1769,-1,11
917,Aquxsn,1769,-1,11
918,Aquxnf,1769,-1,11
919,Aopilos,1769,-1,11
920,Aqoiaq,1770,-1,11
921,Aquvox,1770,-1,11
922,Aqoxo,1770,-1,11
923,Aquiag,1771,-1,11
924,Aeuilirs,1771,-1,11
925,Aqujlsr,1771,-1,11
926,Aqujlsn,1771,-1,11
927,Aquxlb,1771,-1,11
928,Aquilno,1771,-1,11
929,Aquilnq,1771,-1,11
930,Aquiuu,1771,-1,11
931,Aqoirrc,1771,-1,11
932,Aqujlsm,1771,-1,11
933,Aquxirg,1772,-1,11
934,Aopils,1773,-1,11
935,Aqoire,1774,-1,11
936,Aquirz,1774,-1,11
937,Aqoxs,1775,-1,11
938,Aquillm,1775,-1,11
939,Aquzo,1775,-1,11
940,Aqujio,1775,-1,11
941,Aquijes,1775,-1,11
942,Aqoxlk,1775,-1,11
943,Aquiliro,1776,-1,11
944,Aquilirq,1776,-1,11
945,Aquvy,1776,-1,11
946,Aeuvos,1777,-1,11
947,Aqoillie,1777,-1,11
948,Aquuxq,1777,-1,11
949,Aquilb,1777,-1,11
950,Aikrilvz,1777,-1,11
951,Aquxuc,1778,-1,11
952,Aqox,1778,-1,11
953,Aquvod,1779,-1,11
954,Aqevce,1779,-1,11
955,Aquilkr,1780,-1,11
956,Aquiiqd,1780,-1,11
957,Aquif,1780,-1,11
958,Aqujac,1780,-1,11
959,Aquilkn,1780,-1,11
960,Aquvuf,1780,-1,11
961,Aquialh,1780,-1,11
962,Aquialk,1780,-1,11
963,Aquilkm,1780,-1,11
964,Aouiles,1781,-1,11
965,Aqujlov,1781,-1,11
966,Aquiidz,1782,-1,11
967,Aquiaf,1782,-1,11
968,Aouilzv,1782,-1,11
969,Aquiiuz,1782,-1,11
970,Aikrilct,1782,-1,11
971,Aquifrx,1782,-1,11
972,Aikrilee,1782,-1,11
973,Aquila,1783,-1,11
974,Aqoilnf,1784,-1,11
975,Adbilex,1784,-1,11
976,Aquifzo,1784,-1,11
977,Aquifzq,1784,-1,11
978,Adoilcc,1784,-1,11
979,Aquilzq,1785,-1,11
980,Aquiliz,1785,-1,11
981,Adoilos,1785,-1,11
982,Aquilirc,1786,-1,11
983,Aeuilire,1786,-1,11
984,Aqujlqy,1786,-1,11
985,Aquilrw,1786,-1,11
986,Aquiicn,1786,-1,11
987,Aquiwc,1786,-1,11
988,Aquilird,1786,-1,11
989,Aquiicm,1786,-1,11
990,Adbilcl,1786,-1,11
991,Aquxik,1786,-1,11
992,Aqoillb,1786,-1,11
993,Aquxz,1787,-1,11
994,Aqoilirg,1787,-1,11
995,Aquirze,1788,-1,11
996,Aquilud,1788,-1,11
997,Aquvvu,1788,-1,11
998,Aquilira,1788,-1,11
999,Aquiiiie,1788,-1,11
